time,phase,grasp_lock_active,contact_force_n,inserted_depth_m,peg_x_m,peg_y_m,peg_z_m,peg_hole_xy_error_m,q1_rad,q2_rad,q3_rad,q4_rad,q5_m,q6_rad,q3_abs_rad,q4_abs_rad,q6_turns,q_tracking_error,q_tracking_error_without_q6,q34_tracking_error,q6_tracking_error_rad,q6_speed_rad_s,ctrl_joint1,ctrl_joint2,ctrl_joint3,ctrl_joint4,ctrl_joint5,ctrl_joint6
0.022000000000000006,open gripper to maximum,0,0.0001205852187524676,0.08,-0.3505428386973351,-0.3287306926606461,0.05499724769123026,0.3031781202128413,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.261928139816188,2.0906296682166037e-05,-33.736266267840875,-1.641090884604672e-11
0.024000000000000007,open gripper to maximum,0,0.00012074379097411343,0.08,-0.35054285123904616,-0.328730659724152,0.05499779435279881,0.3031781520802413,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.261928139816188,2.0906296682166037e-05,-33.736266267840875,-1.641090884604672e-11
0.02600000000000001,open gripper to maximum,0,0.00012085635602201934,0.08,-0.3505428637810594,-0.3287306267842328,0.054998202662989173,0.30317818395103346,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.261928139816188,2.0906296682166037e-05,-33.736266267840875,-1.641090884604672e-11
0.02800000000000001,open gripper to maximum,0,0.0001209342468051564,0.08,-0.35054287631946834,-0.3287305938511526,0.05499850687724356,0.3031782158152868,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.261928139816188,2.0906296682166037e-05,-33.736266267840875,-1.641090884604672e-11
0.030000000000000013,open gripper to maximum,0,0.00012098602082638524,0.08,-0.3505428888513819,-0.3287305609325128,0.054998732769925014,0.3031782476656463,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.261928139816188,2.0906296682166037e-05,-33.736266267840875,-1.641090884604672e-11
0.032000000000000015,open gripper to maximum,0,0.00012101813372492528,0.08,-0.3505429013746556,-0.3287305280339574,0.05499889973425504,0.3031782794966509,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.261928139816188,2.0906296682166037e-05,-33.736266267840875,-1.641090884604672e-11
0.034000000000000016,open gripper to maximum,0,0.00012103545208582331,0.08,-0.3505429138876965,-0.32873049515968455,0.05499902236222491,0.3031783113042381,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.261928139816188,2.0906296682166037e-05,-33.736266267840875,-1.641090884604672e-11
0.03600000000000002,open gripper to maximum,0,0.0001210416426481774,0.08,-0.35054292638932055,-0.3287304623128197,0.054999111633295274,0.30317834308538355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.261928139816188,2.0906296682166037e-05,-33.736266267840875,-1.641090884604672e-11
0.03800000000000002,open gripper to maximum,0,0.00012126620736026474,0.08,-0.35054293825550237,-0.32873042917233153,0.054999175604493016,0.30317837520843743,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.261928139816188,2.0906296682166037e-05,-33.736266267840875,-1.641090884604672e-11
0.04000000000000002,open gripper to maximum,0,0.00012126212471114667,0.08,-0.3505429500976102,-0.32873039605770576,0.05499922072577309,0.3031784073075697,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.261928139816188,2.0906296682166037e-05,-33.736266267840875,-1.641090884604672e-11
0.04200000000000002,open gripper to maximum,0,0.0001212486895710703,0.08,-0.3505429619265993,-0.3287303629760292,0.05499925166690271,0.3031784393748672,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.261928139816188,2.0906296682166037e-05,-33.736266267840875,-1.641090884604672e-11
0.044000000000000025,open gripper to maximum,0,0.00012123164284230156,0.08,-0.3505429737423375,-0.3287303299283619,0.054999271941726394,0.30317847140928333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.261928139816188,2.0906296682166037e-05,-33.736266267840875,-1.641090884604672e-11
0.04600000000000003,open gripper to maximum,0,0.00012121193727190598,0.08,-0.3505429855445815,-0.32873029691541694,0.05499928419419054,0.30317850341012587,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.261928139816188,2.0906296682166037e-05,-33.736266267840875,-1.641090884604672e-11
0.04800000000000003,open gripper to maximum,0,0.00012119024133313013,0.08,-0.35054299733315186,-0.3287302639377175,0.05499929041369815,0.3031785353768872,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.261928139816188,2.0906296682166037e-05,-33.736266267840875,-1.641090884604672e-11
0.05000000000000003,open gripper to maximum,0,0.00012116705716682989,0.08,-0.35054300910791947,-0.3287302309956452,0.054999292097149266,0.3031785673091968,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.261928139816188,2.0906296682166037e-05,-33.736266267840875,-1.641090884604672e-11
